PMID ,PERSONS
PMID , 
21249231," David Blair , Bob Carpenter , David Blair , "
21283774," Chen Feng , "
21283778," Sally Madden , "
21283779," Lionel Barnett , Chang-Sub Kim , Nihat Ay , David Balduzzi , "
21304579," Samuel Deutsch , Stylianos E. Antonarakis , Anna Antonell , Luis A. , "
21283777," Evan Schaffer , Magnus Richardson , "
21283776," Tova Fuller , Chaochao Cai , Lin Song , Jeremy Miller , Dan Geschwind , Giovanni Coppola , Aldons J. Lusis , Art Arnold , Roel Ophoff , A.J. Lusis , "
21283780, 
21283775," Dr. Aaron Darling , Dr. Dongying Wu , Dr. Rebecca Lamb , "
21298082, 
21298078," Pierre Neuvial , Henrik Bengtsson , "
21298083, 
21298080, 
21298081," Yasuyuki Igarashi , Kosaku Shinoda , Dr. Douglas B. Murray , Dr. Kana Shimizu , Dr. Frederick P. Roth , "
21298076," S.L. H , "
21298079, 
21298077, 
21253558," F. Ding , T. Trout , B. Kuhlman , "
21253559, 
21253561," Dr. David Hall , "
21253562," Owen Sansom , Johan van Es , "
21253563, 
21253556," Mike Hawrylycz , Lydia Ng , Susan Sunkin , John Barkley , Michael Hawrylycz , Susan Sunkin , Tim O'Conner , Warren Cheung , Jesse Gillis , Dan Goldowitz , Mark Wilkinson , Wyeth Wasserman , "
21253555," Chao Cheng , Tara Gianoulis , Kevin Yip , Roger Alexander , Pedro Alves , "
21253557, 
21253560," Barbara Bryant , Steven Brenner , Jenny Gu , Quentin Vicens , Iddo Friedberg , "
21779155, 
21789034, 
21779156," Dusan Kunec , Scott Willard , Nguekam Feugang , "
21779157, 
21779158," David Egolf , Pankaj Mehta , Stefano Di Talia , Eric Wieschaus , "
21779159," Xin Zeng , Qiang Chang , "
21779160," Job Dekker , Davide Ba , Maxim Imakaev , Geoffrey Fudenberg , "
21814500," Liqing Zhang , "
21814501," Marie-France Carlier , Ciliberto , "
21814502," Erwin Frise , Pavel Tomancak , Manonmani Arunachalam , "
21814503, 
21814504," Anders Boyd , Anne Cori , Pascal Cr , "
21814505," Ken Brakke , Steve Davis , Matthew Miklius , Taher Saif , "
21814506, 
21814507," Mark Adamsbaum , "
21799663," Brian Joughin , Alejandro Wolf-Yadlin , Bracken , Shannon Alford , Frank Gertler , Melody Morris , Arthur Goldsipe , Julio Saez-Rodriguez , "
21814508, 
21829332," Chris Michael , "
21829333," Sandrine Romand , Rajnish Ranjan , Srikanth Ramaswamy , Shaul Druckmann , Albert Gidon , "
21829334," Barton , "
21829335," Hisashi Ohtsuki , "
21829336, 
21829337, 
None, 
21760759, 
21760760, 
21698123," Dr. Dan Siegal-Gaskins , "
21698122," Vasily Zaburdaev , Holger Stark , Vincent David , "
21698178," A. Blondel , P. Batista , S. Abdel-Azeim , M. Arock , "
21698175," Oliver Josephs , Felix Blankenburg , "
21698124," Przemyslaw Prusinkiewicz , Mark Matthews , Brendan Lane , Mark Miodownik , Pierre Barbier de Reuille , Andy Hanna , Jerome Avondo , "
21698143, 
21731476," Simon Orozco , Saba Zaidi , Elizabeth Shields , "
21731477, 
21731478," B. Brembs , I. Canal , J.F. Celis , A. Ferr , K. Kume , M. Heisenberg , Martin , B. Brembs , E. Turi , M. Ljungmark , "
21731479, 
21731480," Dr. Siegfried Leung , "
21731481," Pamela A. Barendt , "
21731482," Dr. Daniel Chicharro , Dr. Mario Pannunzi , Michael N. Shadlen , "
21731483," Alicia Amadoz Navarro , David Montaner Gonz , Francisco Garcia , "
21673863," Aaron Clauset , "
21673864, 
21673865," M. Azimi , J. Golji , C. Zhao , "
21673866, 
None, 
21750669, 
21738453," Danny Fuller , Micha Adler , Alex Groisman , Peter van Haastert , "
21738454, 
21738455, 
21738456, 
21765813," Gennaro Gambardella , Thomas Maiwald , "
21738457," Frank Jaekel , Al Yonas , "
21738458, 
21738459," S. Ramsey , J. Smith , V. Litvak , R. Saleem , T. Knijnenburg , S. Ramsey , Dizzy , K. Deutsch , P. Ruusuvuori , L. Hood , A. Aderem , G. Carter , "
21738460," Michael Herzog , Thomas Nevian , "
21738461, 
21738462, 
21738463," Frans van Aggelen , Andre Gidding , Leo Koopman , Cajo , Braak , Karel Keesman , "
21738464," Dr. Anthony Choo , Tapan Patel , Dr. Jennifer Singh , "
21738465, 
21695281," Graham Heimberg , Pengfei Yu , "
21695225, 
21695234, 
21695233," Arcady Mushegian , "
21423718," Mariama El Baroudi , Antonio Celani , "
21423712," Dr. I. Segev , Dr. E. Vasilaki , V. Delattre , Dr. S. Martinoia , Dr. H. Mino , "
21423713," Peter K. Gregesen , Normand Allaire , Dr. Evan Beckman , "
21423709, 
21423714," Martin Nowak , Nick Barton , "
21423715," Ido Golding , Lanying Zeng , "
21423710, 
21423708, 
21423716," John Stone , "
21423711," Andy Barto , "
21423717," Christoph Kaleta , Stefan Schuster , "
21437238," Philippe Gastrein , Francois Grenier , Man-Yi Yim , Ajith Padmanabhan , "
21445231," Bruce Deffenbaugh , Eric Swart M.D. , Peter Loan , Jing Wang , "
21445230," Aaron Miller , Jason Wittenbach , Bruce Langford , "
21445228, 
21445233, 
21445227, 
21483468," John J. Holland , Douglas Richman , Davey Smith , Alan Perelson , Ariel Weinberger , Ruian Ke , Travis Porco , John Mittler , Matt Strain , Harish Nagarajan , Eran Karmon , "
21445229," Tobias Bollenbach , Michael Elowitz , Van Savage , Kalin Vetsigian , "
21455283, 
21455284," Jonathan C. Horton , "
21455285," J. Peter Slotte , Lars Sch , Jorge Hern , Angel Pi , "
21455288," Dr. Andreas Schaefer , "
21455286, 
21455287, 
21483475, 
21483477, 
21483478," Emilie Chautard , Michelle D. Brazas , Paul Boutros , Guanming Wu , Li Zhang , Laura Loney , "
21483483, 
21483480," Miguel Godhino , Erwin Gianchandani , Arvind
                Chavali , Corinne Locke , Bo Qin , Eytan Ruppin , "
21483481," Yifeng Shen , Qinghe Xing , Yongyong Shi , "
21483476, 
21483479," Ben Hesper , Jaap Heringa , Rob de Boer , "
21483482," Olivier Restif , Andrew Conlan , "
21390268," Marc Mart , Renom , Arcadi Navarro , Esteban Hasson , Jaume Bertranpetit , "
21390265, 
21390271, 
21390266," Azeen Ghorayshi , John Schlerf , Arne Ridderikhoff , Greg Wojaczynski , John Krakauer , "
21390273," Mr. Matan Kalman , "
21390270," Michele Seeber , Ongun Onaran , "
21408212," Ernest Fraenkel , Shmulik Motola , Arthur Goldsipe , Brian Joughin , Kelly Benedict , Dan Kirouac , Sarah Kolitz , Miles Miller , Joel Wagner , "
21390269," Tom Kuhlman , Ido Golding , Terry Hwa , Bob Schleif , Paul Wiggins , Felix Hol , Narendra Mahreshri , T.L. To , C.J. Zopf , Jeff Gelles , Jeff Gelles , Gelles , Melisa Osborne , "
21408213," Ulrich Kadolsky , "
21390272," Adrian , E. Roitberg , Dr. Jason M. Swails , "
21589888," H. E. Plesser , T. Potjans , "
21589889," Richard Neher , "
21589887," Graham Coop , Mike Levine , George Oster , Dan Rokhsar , Ken Wachter , Michael Cianfrocco , Teppei Yamaguchi , "
21589945, 
21589886," M. Feinberg , G. Craciun , J. Stelling , A. P. Arkin , J. Paulsson , J. J. Collins , "
21589890, 
21625566, 
21625565, 
21625578," Pan-Jun Kim , Peter J. Mucha , Mason A. Porter , Marta Sales-Pardo , Lav , Beth L. Chen , Eric Paniagua , David H. Hall , Dmitri B. Chklovskii , "
21625569, 
21625579," Lisa Jackson , Dr. Hui Wang , Acinetobacter , "
21625573, 
21625577," Andreas , "
21625580," Moritz Helias , Moritz Deger , Hawkes , "
21625571, 
21637800," David J. Engel , Verena A. Kottler , Christoph U.
                Malisi , Gunnar R , Eva-Maria Willing , Jonas Behr , Regina Bohnert , Philipp Drewe , Andre Kahles , Vipin
                Thankam Sreedharan , Christian Widmer , "
21637742," Margaret Rice , Dominique Engel , Pierre Maquet , Maxime Bonjean , "
21637797," Jaine Blayney , Ken Mills , Ricardo de Matos Simoes , Shailesh Tripathi , "
21637799," Dr. Arturo Rojo Dom , "
21637741," Quentin Huys , Yael Niv , Arash Khodadadi , Nathaniel Daw , "
21637798," M.G. Goebl , Claudio Greco , Alberto Arrigoni , Ilaria Valimberti , Neil Campbell , "
21637795," Norbert Jost , Jiajing Xu , Jordi Heijman , "
21573201," Kinneret Keren , "
21573197," Adrienne Roeder , Henrik J , "
21573200, 
21573199, 
21573202," Jos , Garcia V. Miranda , Ernesto P. Borges , "
21573198," Dr. Jan Paul Medema , "
21573207," Nick Carriero , Rob Bjornson , Fuquan Hu , Phillip McCown , Kristian Link , Narasimhan Sudarsan , "
21573204, 
21573208," Gal Chechik , Claus Hilgetag , David Horn , Tomer Shlomi , Nathan Manor , "
21573206," Jonathan Pillow , Jonathan Shlens , Clara Bodelon , Travis Ganje , "
21573205," Anne-Claude Gavin , Bork , "
21573203," Ping Liang , Liane Gagnier , Carla Cohen , "
None, 
22125478," Michael Gonzales , Byoung-Do Kim , Dr. Justin Gullingsrud , Matthew Welch , Torsten Wittmann , Bradley Webb , Andr , "
22102800," Douglas Weaver , Sean Sullivan , Michael Yi , Richard Mondello , Marshall Moutenot , Newman , "
22102801," Joseph Wayman , Ryan Tasseff , "
22102802," R. E. Lee DeVille , "
22102803, 
22102804," Dr. Ranran Zhang , "
22102805, 
22102806, 
22125477, 
22215991," Stefan , Peter Swain , Nils , Ilka Axmann , "
22125479," Jay Rubinstein , Mike Famulare , Nikita Imennov , "
22125480," Oliver Muthmann , Stefan Rotter , Joshua Berke , "
22125481, 
22125482, 
22125483," Rob de Boer , Ulrich Kadolsky , "
22125484," Qian Xiang , Jihua Feng , Yangyang Deng , Jiang Wang , "
22125485, 
22125486," John Guckenheimer , Brent Doiron , "
22125487," Sara Arganda , Larissa Conradt , Iain Couzin , Jacques Gautrais , David Sumpter , Guy Theraulaz , Juli , Vicente Page , "
22131910," Benjamin McMahon , "
22125488, 
22125489," Dr. Talia Yarnitzky , "
22096452," Mihai Petrovici , Robert Legenstein , Samuel Gershman , "
22072950," Peadar , "
22072951," A. S. Ferreira , H. A. Ara , "
22072952, 
22072953," Mark R. Harwood , Marion Van Horn , Kathleen Cullen , "
22072954," Joshua Granek , Debra Murray , Stuart McDonald , "
22072955," Jelle Goeman , Martijn Schuemie , "
22072956," Maria Abou Chakra , "
22096453," Catherine Lichten , Andrea Weisse , Clive Bowsher , Julien Ollivier , Ricardo Almeida , "
None, 
None, 
22022238, 
22022239, 
22022240, 
22022241, 
22022242," Marco Jacono , Ioannis Delis , Christian Darlot , "
22022243," Hollingsworth , Bill Hanage , Frank de Wolf , Samuel Alizon , "
22022244," Robin Palotai , Marcell Stippinger , "
22022245," Mathew Diamond , David Golomb , Mat Evans , Robyn Grant , Alex Cope , "
22022246, 
22022247, 
22022248," Dr. Jennifer M. Johnston , "
22022249," A. F. Read , I. M. Cattadori , J. H. Jones , D. Kifer , D. R. Hunter , "
22022250," C. Grebogi , I. Stansfield , L. Ciandrini , S. Heldt , "
22022251," Dr. Krishnan Padmanabhan , "
22022252," Jin Wang , James Collins , Hideki Kobayashi , "
22022253," Dr. Hazelton , Dr. Moolgavkar , "
22022254, 
22022255," Edouard Bertrand , Edouard Bertrand , Peter Swain , "
22022256," Renato Alves , Thiago Carvalho , "
22022257," Shira Ninio , Miriam Beller , "
22022258," Mauricio Bellon , Volker Grimm , Rebecca Nelson , Claire Nicklin , Soroush Parsa , Steeve Sherwood , Jean-Fran , Silvain , "
22039361," Jeremy Buhler , Christopher Swope , Viterbi , Erik Lindahl , Steve Johnson , Elon Portugaly , Bjarne Knudsen , Elena Rivas , Goran Ceric , Heidi Henning , Michael Farrar , "
22028633, 
22028634, 
22046111," Allan Haldane , "
22028635," Mari Itoh , Junjie Lu , Tomoki Yokochi , Ruth Didier , Dan McGee , Allan Robins , Rudolph Jaenisch , Jacob Hanna , Dirk Schubeler , "
22028636, 
22028637," Mr. Ted Arman , Mr. Rudy Carver , Mr. Richard Sugarek , L. Hauser , "
22028638," Tien Ho , "
22028639," David Balduzzi , Virgil Griffith , Nikhil J. Joshi , Sang Wan Lee , Jory Schossau , "
22028640," David Gray , Richard Howey , Brajendra Singh , "
22028641," Lane Votapka , "
22028642," S. Ostojic , M. Gutnick , I. Fleidervich , M. Volgushev , S. Ostojic , M. Monteforte , "
22028643, 
22028644, 
22028645," Rufus Johnstone , Guy Cowlishaw , Richard Pettifor , Marcus Rowcliffe , Sueur , "
None, 
None, 
22046109, 
22046110," Shlens , AM Litke , Sher , Paninski , Sahani , "
22046112," Joost Gribnau , Josh Starmer , Valentino Bianco , "
22046113," Gustavo Deco , Sonja Gr , Dan Goodman , Romain Brette , Tom Morse , "
22046114," Nils Gehlenborg , "
22046115, 
22046116, 
22046117," Curtis Huttenhower , "
22046118," Mrs. Donley , Mrs. Scott , "
22046119, 
22046120, 
22046121, 
22046122," Jonathan C. Horton , "
22046123," Bruno Olshausen , Bruno Olshausen , Jascha Sohl-Dickstein , Fritz Sommer , Dario Ringach , Chris Rozell , Jascha Sohl-Dickstein , "
22046124," Elisa Riuttala , Sanna Tikka , Ulla Lahtinen , Anna-Liisa Ruskeep , Tuulia Hy , Mikko Katajamaa , Sandra Castillo , Marja-Liisa Jalovaara , Raija Kaartosalmi , Antonio Vidal-Puig , Fredrik B , Decio Eizirik , "
21998558," Dr. Sarah White , David Blair , Zoe Nyssa , "
21998559," Jaimy Tomlinson , Adam de Graffe , Tyler Glembo , Ashini Bolia , Esin Pektas , "
21998560," Dr. Charles Little , Dr. Brenda Rongish , Mr. Mike Filla , Mr. Tracey Cheuvront , Dr. Santiago Schnell , Dr. Philip Maini , Dr. Claudio Stern , Dr. Julian Lewis , Dr. Cornelis Weijer , Dr. Olivier Pourqui , Dr. Ertugrul Ozbudak , Dr. Bertrand , Dr. Maciek Swat , Mr. Benjamin Zaitlen , Mr. Randy Heiland , Mr. Alin Cosmanescu , "
21998561," Jaime de la Rocha , Brent Doiron , Borja Ibarz , Robert Shapley , "
21998562," Steven Zucker , "
21998563," Niv Antonovsky , Naama Barkai , Antoine Danchin , Oliver Ebenhoh , Nathan Lewis , Wolfram Liebermeister , Maria Jo , Moreno , Joshua D. Rabinowitz , George Ratcliffe , Uwe Sauer , Armindo Salvador , Tomer Shlomi , Mike Springer , Mark Stitt , Dan S. Tawfik , R. J. P. Williams , "
21998564," Johannes Berg , Ghozzi , Martin Kreitman , Michael Levine , Sebastian Maerkl , Leonid Mirny , Ville Mustonen , "
21998565, 
21998566," Dr. Andrew Bonham , "
21998567, 
21998568," Lionel Nowak , Carl van Vreeswijk , Annette Witt , "
21998569," Dr. Giorgio Colombo , Dr. Alessandro Genoni , Riconoscimento Molecolare , Milano , "
21998570," Masao Nakayama , Chiaki Hirata , Reiko Takamatsu , Koji Kadota , "
21998571," Mathias Franz , Laura Salazar-Jaramillo , Nobuto Takeuchi , Katrin Fehl , Frederic Nowak , "
21998572," Marek Kochanczyk , "
21998573, 
21998574," Sandro Mussa-Ivaldi , John Krakauer , "
21998575," Hsiao-Yin Yang , Yan-Shan Wong , Hsieh , Wei-Hsiang Hsu , "
21935346," Michelle Kaplinski , Alicia Hedron , Vitaliana Cama , Jenny Ancca-Ju , F. Ellis McKenzie , Mark Miller , Manuela Verastegui , Viviana Pinedo-Cancino , Amy Seitz , Victor Quispe-Machaca , Cesar , Fernando Malaga , Frank Steurer , Megan Christenson , Kate Levy , Corentin Barbu , Direcci , Direcci , Organizaci , Michel Tibayrenc , Ben Bolker , "
21935347," Edvin Fuglebakk , "
21935348, 
21935349," Susan K. Peirce , Dr. William S. Dalton , Kausik Kundu , Niren Murthy , "
21935350," Alejandro Maas , "
21909250," Elchanan Mossel , Eitan Bachmat , Yitzhak Pilpel , "
21909251, 
21909252, 
21966261," Rob Phillips , "
21966262, 
21966263," Stewart Chang , Naveed Massjouni , "
21966264," Dr. Merijn Salverda , "
21966265, 
21980267, 
21980268, 
21980269, 
21980270," Alain Destexhe , "
21998576," Shawn Steckenfinger , Lauren Kelly , Daniel Takahashi , Hjalmar Turesson , Stephen Shepherd , Chris Davis , "
21980271," John D. Chodera , Gavin E. Crooks , "
21980272," C.Y. Tsai , J. Gore , "
21980273," R. Stutt , "
21980274," Herbert Levine , Inbal Hecht , Eytan Ruppin , Arnon Avron , "
21980275," Matan Hofree , "
21980276, 
21980277," Marco Santello , "
21980278, 
21990968," Miles Davenport , Vitaly Ganusov , "
21980279," V. Rubio , F. Gil-Ortiz , S. Ramon-Maiqu , Ivet Bahar , Chakra Chennubhotla , "
21980280," Robert Hoffmann , Nelson Ndegwa , Daniel Mietchen , "
21980281," Angus Nicoll , Tommi Asikainen , "
22022259," Vladimir Vainstein , Ori Inbar , Natalie Kalev-Kronik , Yuri Kogan , Antonio Cappuccio , Udi Peled , Peter Thygesen , "
21931542," Dr. Andrea Amadei , "
21931543, 
21931544, 
22511852, 
22511853, 
22511854," Roger Kouyos , Sebastian Bonhoeffer , "
22511855, 
22511856," Teramae , Okada , Murata , Sakaguchi , Nagaoka , Ikeda , Amari , Takada , "
22511857," J. Macpherson , G. Torres-Oviedo , T. Burkholder , J. Bingham , J. Choi , S. Chvatal , "
22511858, 
22511859, 
22511860," Marilyn Felkner , Jeff Taylor , Meyers , Wilke , "
22557937," Jaap Van Pelt , Smit , G.A. Ascoli , S. Coombes , H. Cuntz , D. W. Sumners , S. Huang , G. Arbuthnott , "
22511861, 
22511862," Drs. Murakami , Y. , Sakurai , Saito , T. , Dr. Kenworthy , A.K. , Dr. Miesenbock , G. , "
22511863," A. Becskei , W. Hillen , O. Igoshin , T. Zal , M. A. Zal , G. Chodaczek , R. Agarwal , Anderson , Anderson , D. E. Jackson , "
22532791," M. Both , A. Draguhn , K. Gansel , T. Geisel , M. Herrmann , S. Jahnke , N. Maier , A. Morrison , S. Reichinnek , J. Schiller , D. Schmitz , W. Singer , F. Wolf , "
22536150," Vijay Srinivasan , Harold Morowitz , "
22532792," Peter G Wolynes , Feng Zhang , Xiakun Chu , "
22532793," Dr. Junmei Wang , "
22532794," Hillary Green , Veronica Kos , Richard Starfield , Todd Cooke , Eugene Koonin , Harold Lecar , Bruce Levin , Mark Achtman , Leor Weinberger , "
22532795," Mr. Pablo Gainza , Mr. Lars Vouilleme , "
22532796," Derek Smith , "
22536151, 
22570592," Boris Barbour , Antonin Blot , Mariano Casado , Vincent Hakim , Lena , "
22570593, 
22570594," G. Ardine , Eline L.M. Op de Coul , Hannelore M. , van Bergen , Johannes S.A. Fennema , Christian J.P.A. Hoebe , Rik H. Koekenbier , Lydia L. Pars , Sander M. van Ravesteijn , Marianne A.B. van der Sande , Ingrid V.F. van den Broek , "
22570595," Junji Morokuma , "
22570596, 
22570597, 
22570598," Sally Madden , David Lilley , "
22570599," Masaki Okano , Kobe , Christian Seiser , Anton Wutz , Wendy Bickmore , Sara Heras , "
22570600," Miguel Andrade , Ben Blencowe , Laura Dadurian , Antoine Danchin , Ioannis Iliopoulos , Paul Janssen , Peter Karp , Nikos Kyrpides , Vasilis Promponas , Isidore Rigoutsos , David Searls , Zacharias Scouras , Athanasios Tsaftaris , Sophia Tsoka , "
22570601," Anastasios Oulas , Athanasia Papoutsi , George Kastellakis , "
22577355," Cheemeng Tan , Guang Yao , Bernard Mathey-Prevot , Chiranjit Mukherjee , Mike West , "
22577356," Chris Sander , Kevin Foster , Jonas Schluter , Carlos Carmona-Fontaine , Massimo Vergassola , Stefano Di Talia , Les Dethlefsen , Deb Bemis , "
22577357, 
22496629," M. Silvain , "
22496630," R. Wijntjes , K. Iffland , "
22496631," Bryan Grenfell , Madhur Anand , Timothy Reluga , "
22496632, 
22496633," Daniela Kamir , "
22496634, 
22529767," Jessica De Ingeniis , Oleg Geydebrekht , Matthew Melnicki , Janani Shutthanandan , Sebastian Jaramillo Riveri , "
22496635," Andrew H. Nguyen , Dr. Ann Schmiedekamp , "
22496636," Allison Le , Susan Azad , Brian Tuch , Yutao Fu , Dustin Holloway , Jeoffrey Schageman , Chris Mueller , Mark Mooney , Darryl Le , Daryl Thomas , Armin Spura , James Caffrey , Michael Rhodes , Gina Costa , Francisco de la Vega , Ellen Beasley , Goke Ojewole , Alec Wong , Karl Kuhlmann , Srikanth Jandhyala , Brijesh Krishnaswami , Namita Patel , Jing Zhai , Yuandan Lou , Andreas Sboner , Andrew MchPherson , "
22496637, 
22969415, 
22969414, 
22915996," Gaolang Gong , Alan C. Evans , "
22915997, 
22915998, 
22915999," Eric Johnson , "
22916000," David Johnson , Jan Engelstaedter , Guillaume , "
22916001, 
22916002," Itay Tirosh , Yoav Voichek , Naama Barkai , Miri Carmi , "
22916003, 
22916004," Sandeep Krishna , Namiko Mitarai , "
22916005, 
22916006," Kieran McLean , Tien Luu , "
22936893," Dr. W. Ted Allison , Chen Kuang , Dilip Pawar , Dilip Pawar , Susan Brockerhoff , Brian Link , Shoji Kawamura , Steve Ekker , Shoji Kawamura , Zahera Jabeen , Matthias Merkel , "
22927802, 
22927803," Johannes Jaeger , Alexander Samsonov , Vitaliy Gursky , Manu , Lena Panok , "
22927804," Arjun Narayanan , Amelie Stein , "
22927805," Tim Meyer , "
22927806, 
22927807," Manfred Milinski , Christian Hilbe , Bernhard Haubold , Derk Wachsmuth , "
22927808," Elisha Moses , Cyrille Zbinden , Liam Paninski , "
22927809," Barbara Bailey , John Donald , Dr. Steve Barlow , Nelson Alves , Dr. Fabiano Thompson , Nelson Alves , Segall , "
22927810, 
22927811," Martin Stumpe , Sam Crow , Jordan Haarmsa , Mattias Lanas , Doo Young Lee , LeAnn Howard , Tom Yue , Noa Pinter-Wollman , William Flesch , "
23133368, 
22876167," Daniel Fisher , Pinkesh Patel , Enrique Rojas , Christine Jacobs Wagner , Stephen Sciochetti , "
22876168, 
22876169," Harel Shouval , "
22876170," Tim Karl , Laszlo Kajan , Marlena Drabik , Pascal Benkert , Florian Kiefer , Thorsten Schwede , Biocenter , Mikhail Veshtort , Avner Schlessinger , Marc Offman , Edda Kloppmann , Rolf Apweiler , Hinxton , Amos Bairoch , Helen Berman , Phil Bourne , Ioannis Xenarios , "
22876171," Neil Herring , Wayne Lencer , "
22876172," Tanja Kortemme , Bryan Arendall , Kyle Roberts , Mark Hallen , Stuart Endo-Streeter , Andreas Pfenning , "
22956894, 
22956895," David Ng , Laura Bain , Jessica McLellan , Meeta Mistry , Keith Mewis , Evan Morien , Ben Paylor , "
22956896," Daniela Ganelin , "
22956897," N. Becker , "
22956898," Mr. Hao Han , "
22956899," Josh Hamilton , Joonhoon Kim , "
22956900," R. Amaro , R. Baron , M. Lawrenz , "
22956901, 
22956902," Bryant Chhun , Philippe Mourrain , Mike Tadross , Andrew Olson , Jay Trautman , Tod Lauer , Leon Lucy , Hesper Rego , Kristina Micheva , Nicholas Weiler , Forrest Collman , Nafisa Ghori , "
22956903," Jianzhi ,  Zhang , Ricardo Azevedo , Erica Goodoff , "
22956904," Takaharu Mori , Takehiko Tosha , Shingo Nagano , Hiroshi Sugimoto , "
22952442," F. Ochsenbein , S. Zinn-Justin , "
22952443," Bill Baumgartner , Kevin Livingston , Karin Verspoor , "
22879819, 
22912564," V. Brandt , "
22912565, 
22973184, 
22912566," S. Nolen , "
22912567, 
22912568," Matthew D. Edwards , Pouya Kheradpour , Tahin Syed , Ho Sung Rhee , B. Franklin Pugh , "
22912569," ukasz Koz , owski , Adam Godzik , Christian Zmasek , Ben Blencowe , Christos Ouzonis , Peter Tompa , Reinhard L , Anna Czerwoniec , ukasz Koz , owski , Joanna Kasprzak , Marcin Magnus , "
22912570, 
23271960," Suleyman Isik , "
23271961," Justin Kinney , Hernan Garcia , James Boedicker , Heun Jin Lee , Franz Weinert , Stephanie Johnson , Mattias Rydenfelt , Ron Milo , Terry Hwa , Uli Gerland , "
23271962, 
23284274, 
23284275, 
23284276, 
23284277," Jens Timmer , Thomas Maiwald , Andreas Raue , Thomas Millat , "
23284278," Roberto Kolter , Bjorn Traag , Jan-Willem Veening , Franjo Weissing , "
23284279," Dan Hayes , David Flockhart , Vered Stearns , Johns Hopkins , Todd Skaar , Dr. Joseph Ayoob , "
23284280," Helene Morlon , "
23284281," Matthias Hennig , Cian O'Donnell , "
23284282," Bert Sakmann , Randy Bruno , Stefan Lang , Radoslav Enchev , Hanno-Sebastian Meyer , "
23284283," Dr. Weijia Wang , Dr. Geoff Clarke , "
23284284, 
23300402," Boye Gricar , Katrina Pavelin , James Watson , Andrew Jenkinson , Mary Todd-Bergman , "
23300403," Alex Mogilner , Boris Rubinstein , Charles Wolgemuth , Mark Zajac , Wanda Strychalski , Tim Elston , Marc Herant , Micah Dembo , Robert Insall , Charles Wolgemuth , Alex Mogilner , "
23300404, 
23300405, 
23300406," Nicola Segata , "
23300407," Adam Kamor , Daniel Cohen , Andrew Slatton , Ryan Maladen , Paul Umbanhowar , "
23300408, 
23300409, 
23300410, 
23300411," Mileidy W. Gonzalez , Pawel Przytycki , "
23300412, 
23300413," Ms. Davnah Urbach , "
23300414, 
23300415, 
23300416, 
23300417," Paea LePendu , "
23300418, 
23300419," Chi Zhang , "
23300420," Steven Riley , Simon Cauchemez , Anton Camacho , David Rasmussen , Neil Ferguson , Simon Burbidge , Matt Harvey , "
23300421," Alana Canfield , Dr. Scott Wylie , Ron Hills , Dr. Isaac Yonemoto , "
23300422," David Lo , "
23300423, 
23300424, 
23300425, 
23300426, 
23300427," Dr. Felix Feldchtein , "
23300428," Dinglin Zhang , "
23300429, 
23236265," Mr. Dante D'India , Dr. Arnaud Gelas , Mr. Nicolas Rannou , Ms. Lydie Souhait , Ms. Suzanne Mosaliganti , "
23236266, 
23236267, 
23236268, 
23236269," Hilmar Lapp , Scott Markel , Fran Lewitter , Spencer Bliven , "
23236270," Adam Boyko , Ryan Hernandez , Jeremiah Degenhardt , Kirk Lohmueller , "
23236271," Wim Vranken , Lieven Buts , Peter Crowley , Yann Sterckx , Sophie Vanwetswinkel , "
23236272," Andrew Maxwell , "
22761551," Erhan Oztop , Michael Arbib , James Gordon , Makoto Yamada , Jean Zhang , Paul Thompson , Phillip Miller , "
22359487," Ana Luisa Escapa , Dr. Ana Luisa Simpl , Dr. Didier Poncet , Dr. Annie Charpilienne , Dr. Max Ciarlet , "
22359488," Mr. Joseph A. Izzo , Dr. Namhee Kim , Mr. Stefano Quarta , Dr. Phyllis Adrienne Caces , Mr. Segun Jung , "
22359489," Yasuhiro Takeuchi , "
22359490," Dr. Junjie Qin , "
22359491," Ross Metzger , Philipp Germann , "
22359492, 
22359493," Tim Kottke , Stephan Schwed , Franca Klingler , Dr. Udo Meyer , "
22359494," Marc Repnow , Frank Scharnowski , "
22359495, 
22359496," Y. Couder , E. Farcot , Y. Gu , C. Godin , O. Hamant , B. Landrein , S. Stoma , J. Traas , "
22359497, 
22383865," Valmik Desai , Richard Hayden Jones , Nigam Shah , Shai , "
22383866, 
22383867, 
22383868," Shaul Ashkenazi , Inbal Sela , Anat Burkovitz , "
22383869, 
22383870," Bogdan Danila , Dan Graur , "
22383871," Margaret Silliker , Jonatha Gott , Lizhi Li , "
22319428, 
22319429," Dr. Jiangbing Zhou , Dr. Kathryn Miller-Jensen , "
22319430, 
22319431," Claude Desplan , Mark Siegal , David Jukam , John Waka , Jasna Brujic , Joshua Shaevitz , Wei-Hsiang Lin , "
22319432," Christian Kuehn , "
22319433, 
22319434, 
22319435," Elena I. Schwartz , "
22319436," Lucina Uddin , Srikanth Ryali , Miriam Rosenberg-Lee , Sarit Ashkenazi-Zoro , Arron Metcalfe , "
22319437," James Ballard , "
22346740, 
22346741," Xiaofeng Qian , Mingjie Li , Miles Whittington , Steve Epstein , "
22346742, 
22346743, 
22346744, 
22253580," Ali M. Banaei Moghaddam , Andreas Houben , Michael Florian Mette , Fran , Roudier , Vincent Colot , Jan Grau , Jens Keilwagen , "
22253581, 
